Category,Service,Platform,Solution,Description
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud, Text to Speech,https://cloud.ibm.com/docs/services/text-to-speech?topic=text-to-speech-gettingStarted
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud,Personality Insights,https://cloud.ibm.com/docs/services/personality-insights?topic=personality-insights-gettingStarted
Artificial Intelligence / Machine Learning,Language Processing AI,Huawei Cloud,Conversation Bot Service,https://www.huaweicloud.com/intl/en-us/product/cbsqa.html
Artificial Intelligence / Machine Learning,Language Processing AI,Huawei Cloud,Natural Language Processing,https://www.huaweicloud.com/product/nlplu.html
Artificial Intelligence / Machine Learning,Language Processing AI,Huawei Cloud,Text to Speech,https://www.huaweicloud.com/product/tts.html
Artificial Intelligence / Machine Learning,Language Processing AI,Huawei Cloud,Machine Translation Service,https://www.huaweicloud.com/product/nlpmt.html
Artificial Intelligence / Machine Learning,Language Processing AI,Huawei Cloud,Knowledge Graph,https://www.huaweicloud.com/product/nlpkg.html
Artificial Intelligence,Speech Recognition AI,AWS,Amazon Polly,
Artificial Intelligence,Speech Recognition AI,AWS,Amazon Transcribe,https://aws.amazon.com/transcribe/
Artificial Intelligence,Speech Recognition AI,AWS,Amazon Translate,https://aws.amazon.com/translate/
Artificial Intelligence,Speech Recognition AI,Microsoft Azure,Speaker Recognition,https://docs.microsoft.com/azure/cognitive-services/speech-service/speaker-recognition-overview
Artificial Intelligence,Speech Recognition AI,Microsoft Azure,Speech To Text,https://docs.microsoft.com/azure/cognitive-services/speech-service/index-speech-to-text
Artificial Intelligence,Speech Recognition AI,Microsoft Azure,Speech Translation,https://docs.microsoft.com/azure/cognitive-services/speech-service/index-speech-translation
Artificial Intelligence,Speech Recognition AI,Google Cloud Platform,Translation API,https://cloud.google.com/translate/
Artificial Intelligence,Speech Recognition AI,Google Cloud Platform,Speech API,https://cloud.google.com/speech/
Artificial Intelligence,Speech Recognition AI,IBM Cloud,Speech to Text,https://cloud.ibm.com/docs/services/speech-to-text?topic=speech-to-text-gettingStarted
Artificial Intelligence,Speech Recognition AI,Huawei Cloud,ASR,https://www.huaweicloud.com/intl/en-us/product/asr.html
Artificial Intelligence,Speech Recognition AI,Huawei Cloud,Real-time ASR,https://www.huaweicloud.com/product/rasr.html
Artificial Intelligence,Speech Recognition AI,Huawei Cloud,ASR Customization,https://www.huaweicloud.com/intl/en-us/product/asrc.html
Artificial Intelligence,Image Recognition AI,AWS,Amazon Rekognition,
Artificial Intelligence,Image Recognition AI,Microsoft Azure,Emotion API,https://azure.microsoft.com/services/cognitive-services/emotion/
Artificial Intelligence,Image Recognition AI,Microsoft Azure,Face API,https://azure.microsoft.com/services/cognitive-services/face/
Artificial Intelligence,Image Recognition AI,Microsoft Azure,Computer Vision,https://docs.microsoft.com/azure/cognitive-services/computer-vision/
Artificial Intelligence,Image Recognition AI,Google Cloud Platform,Vision API,
Artificial Intelligence,Image Recognition AI,Google Cloud Platform,Cloud Video Intelligence,https://cloud.google.com/video-intelligence/
Artificial Intelligence,Image Recognition AI,IBM Cloud,Visual Recognition,https://cloud.ibm.com/docs/services/visual-recognition?topic=visual-recognition-index
Artificial Intelligence,Image Recognition AI,Alibaba Cloud,Image Search,https://www.alibabacloud.com/product/imagesearch
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Image Recognition,https://www.huaweicloud.com/intl/en-us/product/image.html
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Image Search,https://www.huaweicloud.com/intl/en-us/product/imagesearch.html
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Image Tagging,https://www.huaweicloud.com/product/imagetagging.html
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Video Content Tagging,https://www.huaweicloud.com/product/vct.html
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Video Ingestion Service,https://www.huaweicloud.com/product/vis.html
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Content Moderation,https://www.huaweicloud.com/intl/en-us/product/moderation.html
Artificial Intelligence,Image Recognition AI,Huawei Cloud,Celebrity Recognition,https://www.huaweicloud.com/product/roc.html
Artificial Intelligence,Machine Learning,AWS,Amazon Machine Learning,
Artificial Intelligence,Machine Learning,AWS,Amazon Sage​Maker,https://aws.amazon.com/sagemaker/
Artificial Intelligence,Machine Learning,AWS,AWS Neuron,https://aws.amazon.com/machine-learning/neuron/
Artificial Intelligence,Machine Learning,Microsoft Azure,Azure Machine Learning,https://studio.azureml.net/
Artificial Intelligence,Machine Learning,Microsoft Azure,Azure Machine Learning Workbench,https://docs.microsoft.com/azure/machine-learning/preview/quickstart-installation
Artificial Intelligence,Machine Learning,Microsoft Azure,Azure Machine Learning Model Management,https://docs.microsoft.com/azure/machine-learning/preview/model-management-overview
Artificial Intelligence,Machine Learning,Google Cloud Platform,Cloud DataLab,https://cloud.google.com/datalab/
Artificial Intelligence,Machine Learning,Google Cloud Platform,Cloud AutoML,https://cloud.google.com/automl/
Artificial Intelligence,Machine Learning,Google Cloud Platform,Vertex AI,https://cloud.google.com/vertex-ai
Artificial Intelligence,Machine Learning,IBM Cloud,Machine Learning,https://dataplatform.cloud.ibm.com/docs/content/wsj/analyze-data/ml-overview.html
Artificial Intelligence,Machine Learning,IBM Cloud,Watson OpenScale,https://cloud.ibm.com/catalog/services/watson-openscale
Artificial Intelligence,Machine Learning,Oracle Cloud,Oracle Machine Learning,https://www.oracle.com/data-science/machine-learning/
Artificial Intelligence,Machine Learning,Alibaba Cloud,Machine Learning Platform For AI,https://www.alibabacloud.com/product/machine-learning
Artificial Intelligence,Machine Learning,Huawei Cloud,ModelArts,https://www.huaweicloud.com/intl/en-us/product/modelarts.html
Artificial Intelligence / Machine Learning,Machine Learning Frameworks,AWS,TensorFlow on AWS,https://aws.amazon.com/tensorflow/
Artificial Intelligence / Machine Learning,Machine Learning Frameworks,AWS,PyTorch on AWS,https://aws.amazon.com/pytorch/
Artificial Intelligence / Machine Learning,Machine Learning Frameworks,AWS,Apache MXNet on AWS,https://aws.amazon.com/mxnet/
Artificial Intelligence / Machine Learning,Machine Learning Frameworks,Google Cloud Platform,Vertex AI (TensorFlow, PyTorch, XGBoost, Scikit-Learn),https://cloud.google.com/vertex-ai
Artificial Intelligence / Machine Learning,Business analysis,AWS,Amazon Forecast,https://aws.amazon.com/forecast/
Artificial Intelligence / Machine Learning,Business analysis,AWS,Amazon Fraud Detector,https://aws.amazon.com/fraud-detector/
Artificial Intelligence / Machine Learning,Business analysis,AWS,Amazon Lookout for Metrics,https://aws.amazon.com/lookout-for-metrics/
Artificial Intelligence / Machine Learning,Business analysis,AWS,Amazon Augmented AI (Amazon A2I),https://aws.amazon.com/augmented-ai/
Artificial Intelligence / Machine Learning,Business analysis,AWS,Amazon Personalize,https://aws.amazon.com/personalize/
Artificial Intelligence / Machine Learning,Business analysis,Microsoft Azure,Azure Analysis Service,https://docs.microsoft.com/azure/analysis-services/
Artificial Intelligence / Machine Learning,Business analysis,Microsoft Azure,Azure Metrics Advisor,https://docs.microsoft.com/azure/analysis-services/
Artificial Intelligence / Machine Learning,Business analysis,Microsoft Azure,Personalize,https://azure.microsoft.com/services/cognitive-services/personalizer/
Artificial Intelligence / Machine Learning,Business analysis,Google Cloud Platform,Vertex AI (TensorFlow, PyTorch, XGBoost, Scikit-Learn),https://cloud.google.com/vertex-ai
Artificial Intelligence / Machine Learning,Machine Learning Inference,AWS,Amazon Elastic Inference,https://aws.amazon.com/machine-learning/elastic-inference/
Artificial Intelligence / Machine Learning,Machine Learning Inference,Google Cloud Platform,Vertex AI Predictions,https://cloud.google.com/vertex-ai
Artificial Intelligence / Machine Learning,Intelligent Search / Search with ML,AWS,Amazon Kendra,https://aws.amazon.com/kendra/
Artificial Intelligence / Machine Learning,Intelligent Search / Search with ML,Microsoft Azure,Azure Cognitive Search,https://docs.microsoft.com/azure/search/
Artificial Intelligence / Machine Learning,Intelligent Search / Search with ML,Google Cloud Platform,Vertex Matching Engine,https://cloud.google.com/vertex-ai/docs/matching-engine
Mobile Services,Mobile App Development Services,AWS,AWS Mobile Hub,
Mobile Services,Mobile App Development Services,Microsoft Azure,Azure Mobile Apps,https://azure.microsoft.com/services/app-service/mobile/
Mobile Services,Mobile App Development Services,Google Cloud Platform,Cloud Mobile App,
Mobile Services,Mobile App Development Services,IBM Cloud,Mobile Foundation,https://cloud.ibm.com/docs/services/mobilefoundation
Mobile Services,Mobile App Development Services,Oracle Cloud,Mobile & Chatbots,https://cloud.oracle.com/en_US/mobile/features
Mobile Services,Mobile App Development Services,Oracle Cloud,Mobile Hub,https://www.oracle.com/application-development/cloud-services/mobile/
Mobile Services,Mobile App Development Services,Huawei Cloud,ServiceStage-MBaaS,https://www.huaweicloud.com/intl/en-us/product/servicestage.html
Mobile Services,Web API Management Service,AWS,Amazon API Gateway,https://aws.amazon.com/api-gateway/
Mobile Services,Web API Management Service,Microsoft Azure,Azure API Management,
Mobile Services,Web API Management Service,Google Cloud Platform,Cloud Endpoints,
Mobile Services,Web API Management Service,IBM Cloud,API Connect,https://cloud.ibm.com/docs/services/apiconnect?topic=apiconnect-getting-started
Mobile Services,Web API Management Service,Oracle Cloud,API Platform,https://www.oracle.com/integration/api-platform/
Mobile Services,Web API Management Service,Oracle Cloud,Apiary,https://docs.oracle.com/cloud/apiary/index.html
Mobile Services,Web API Management Service,Alibaba Cloud,API Gateway,https://www.alibabacloud.com/product/api-gateway
Mobile Services,Web API Management Service,Huawei Cloud,API Gateway,https://www.huaweicloud.com/intl/en-us/product/apig.html
Mobile Services,Web/Mobile Authentication Services,AWS,Amazon Cognito,
Mobile Services,Web/Mobile Authentication Services,Microsoft Azure,Azure Active Directory B2C,https://azure.microsoft.com/en-us/services/active-directory/external-identities/b2c/
Mobile Services,Web/Mobile Authentication Services,Google Cloud Platform,Firebase Authentication,
Mobile Services,Web/Mobile Authentication Services,IBM Cloud,App ID,https://cloud.ibm.com/catalog/services/app-id
Mobile Services,Web/Mobile Authentication Services,Oracle Cloud,Mobile Cloud Service,https://cloud.oracle.com/mobile
Mobile Services,Web/Mobile Authentication Services,Huawei Cloud,ServiceStage-MBaaS,https://www.huaweicloud.com/intl/en-us/product/servicestage.html
Mobile Services,Consolidated Mgmt of Multiple Cloud Accounts,AWS,Amazon Pinpoint,
Mobile Services,Consolidated Mgmt of Multiple Cloud Accounts,Microsoft Azure,Azure Mobile Engagement,
Mobile Services,Consolidated Mgmt of Multiple Cloud Accounts,IBM Cloud,Mobile Foundation,https://cloud.ibm.com/docs/services/mobilefoundation
Mobile Services,Consolidated Mgmt of Multiple Cloud Accounts,Huawei Cloud,ServiceStage-MBaaS,https://www.huaweicloud.com/intl/en-us/product/servicestage.html
Automated Cloud Management Service,Managed Cloud Services,AWS,AWS Managed Services,https://aws.amazon.com/managed-services/
Automated Cloud Management Service,Managed Cloud Services,AWS,AWS Cloud Map,https://aws.amazon.com/cloud-map/
Mobile Services,Mobile App Testing Service,AWS,AWS Device Farm,
Mobile Services,Mobile App Testing Service,Microsoft Azure,App Center Test,https://appcenter.ms/
Mobile Services,Mobile App Testing Service,Google Cloud Platform,Cloud Test Lab,https://firebase.google.com/docs/test-lab/
Mobile Services,Mobile App Testing Service,Huawei Cloud,MobileTest,https://www.huaweicloud.com/product/mobileapptest.html
Mobile Services,Mobile App Software Development Toolkit,AWS,AWS Mobile SDK,
Mobile Services,Mobile App Software Development Toolkit,Microsoft Azure,Azure Mobile SDK,
Mobile Services,Mobile App Software Development Toolkit,Google Cloud Platform,Cloud Tools for Android Studio,https://cloud.google.com/android-studio/
Mobile Services,Mobile App Software Development Toolkit,Oracle Cloud,Oracle Visual Builder,https://www.oracle.com/application-development/visual-builder/
Mobile Services,Application Services,AWS,AWS Step Functions,https://aws.amazon.com/step-functions/
Mobile Services,Application Services,AWS,Amazon EventBridge,https://aws.amazon.com/eventbridge/
Mobile Services,Application Services,AWS,Amazon AppFlow,https://aws.amazon.com/appflow/
Mobile Services,Application Services,AWS,Amazon Managed Workflows for Apache Airflow (MWAA),https://aws.amazon.com/managed-workflows-for-apache-airflow/
Mobile Services,Application Services,Microsoft Azure,Microsoft Flow,https://flow.microsoft.com/
Mobile Services,Application Services,Microsoft Azure,Logic Apps,https://azure.microsoft.com/services/logic-apps/
Mobile Services,Application Services,Microsoft Azure,Azure Functions,https://azure.microsoft.com/services/functions/
Mobile Services,Application Services,Microsoft Azure,Event Grid,https://azure.microsoft.com/services/event-grid/
Mobile Services,Application Services,Microsoft Azure,Azure App Service WebJobs,
Mobile Services,Application Services,Google Cloud Platform,Workflows,https://cloud.google.com/workflows
Mobile Services,Application Services,Google Cloud Platform,EventArc,https://cloud.google.com/eventarc
Mobile Services,Application Services,IBM Cloud,IBM Cloud Functions,https://www.ibm.com/cloud/functions
Mobile Services,Application Services,IBM Cloud,IBM Cloud Code Engine,https://cloud.ibm.com/codeengine
Mobile Services,Application Services,Oracle Cloud,Oracle Application Express (APEX),https://www.oracle.com/application-development/apex/
Mobile Services,Application Services,Oracle Cloud,Oracle Visual Builder,https://www.oracle.com/application-development/visual-builder/
Mobile Services,Application Services,Oracle Cloud,Oracle Visual Builder Studio,https://www.oracle.com/application-development/visual-builder-studio/
Mobile Services,Mobile App Analytics,AWS,Amazon Pinpoint,https://aws.amazon.com/pinpoint/
Mobile Services,Mobile App Analytics,Microsoft Azure,Visual Studio App Center,https://azure.microsoft.com/en-us/services/app-center/
Mobile Services,Mobile App Analytics,Google Cloud Platform,Firebase Analytics,https://firebase.google.com/docs/analytics/
Mobile Services,Mobile App Analytics,IBM Cloud,Mobile Foundation,https://cloud.ibm.com/docs/services/mobilefoundation
Mobile Services,Mobile App Analytics,Oracle Cloud,Mobile Cloud Service,https://cloud.oracle.com/mobile
Mobile Services,Mobile App Analytics,Huawei Cloud,ServiceStage-MBaaS,https://www.huaweicloud.com/intl/en-us/product/servicestage.html
Application Services,API Management Service,AWS,Amazon API Gateway,
Application Services,API Management Service,Microsoft Azure,Azure API Management,
Application Services,API Management Service,Google Cloud Platform,Apigee API Platform,https://cloud.google.com/apigee-api-management/
Application Services,API Management Service,Google Cloud Platform,API Monitization,https://cloud.google.com/api-monetization/
Application Services,API Management Service,Google Cloud Platform,API Analytics,https://cloud.google.com/api-analytics/
Application Services,API Management Service,Google Cloud Platform,Apigee Sense,https://cloud.google.com/apigee-sense/
Application Services,API Management Service,Google Cloud Platform,Cloud Endpoints,https://cloud.google.com/endpoints/
Application Services,API Management Service,IBM Cloud,API connect,https://cloud.ibm.com/docs/services/AppConnect?topic=AppConnect-concepts#appconnect
Application Services,API Management Service,Oracle Cloud,API Platform,https://www.oracle.com/integration/api-platform/
Application Services,API Management Service,Oracle Cloud,Apiary,https://docs.oracle.com/cloud/apiary/index.html
Application Services,API Management Service,Alibaba Cloud,API Gateway,https://www.alibabacloud.com/product/api-gateway
Application Services,API Management Service,Huawei Cloud,API Gateway,https://www.huaweicloud.com/intl/en-us/product/apig.html
Application Services,Media Transcoders,AWS,AWS Elemental MediaConnect,https://aws.amazon.com/mediaconnect/
Application Services,Media Transcoders,AWS,AWS Elemental MediaConvert,https://aws.amazon.com/mediaconvert/
Application Services,Media Transcoders,AWS,AWS Elemental MediaLive,https://aws.amazon.com/medialive/
Application Services,Media Transcoders,AWS,AWS Elemental MediaPackage,https://aws.amazon.com/mediapackage/
Application Services,Media Transcoders,AWS,AWS Elemental MediaStore,https://aws.amazon.com/mediastore/
Application Services,Media Transcoders,AWS,AWS Elemental MediaTailor,https://aws.amazon.com/MediaTailor/
Application Services,Media Transcoders,AWS,Amazon Kinesis Video Streams,https://aws.amazon.com/kinesis/video-streams/
Application Services,Media Transcoders,AWS,AWS Elemental Live,https://aws.amazon.com/elemental-live/
Application Services,Media Transcoders,AWS,AWS Elemental Server,https://aws.amazon.com/elemental-server/
Application Services,Media Transcoders,AWS,AWS Elemental Conductor,https://aws.amazon.com/elemental-conductor/
Application Services,Media Transcoders,AWS,AWS Elemental Link,https://aws.amazon.com/medialive/features/link/
Application Services,Media Transcoders,AWS,AWS Elemental Delta,https://aws.amazon.com/elemental-delta/
Application Services,Media Transcoders,Microsoft Azure,Azure Media Services,https://azure.microsoft.com/services/media-services
Application Services,Media Transcoders,Microsoft Azure,Live On Demand Streaming,
Application Services,Media Transcoders,Microsoft Azure,Azure Media Player,
Application Services,Media Transcoders,Microsoft Azure,Content Protection,
Application Services,Media Transcoders,Microsoft Azure,Media Analytics,
Application Services,Media Transcoders,Google Cloud Platform,Transcoder API,https://cloud.google.com/transcoder
Application Services,Media Transcoders,IBM Cloud,Digital Transcoding,
Application Services,Media Transcoders,Alibaba Cloud,ApsaraVideo Live,https://www.alibabacloud.com/product/apsaravideo-for-live
Application Services,Media Transcoders,Huawei Cloud,Media Processing Center,https://www.huaweicloud.com/en-us/product/mpc.html
Application Services,Media Transcoders,Huawei Cloud,Video on Demand,https://www.huaweicloud.com/en-us/product/vod.html
Application Services,Media Transcoders,Huawei Cloud,Live,https://www.huaweicloud.com/en-us/product/live.html
Application Services,Media Transcoders,Huawei Cloud,Convergent Video Cloud Service,https://www.huaweicloud.com/en-us/product/cvcs.html
Application Services,Queuing Services,AWS,Amazon Simple Queue Service (SQS),https://aws.amazon.com/sqs/
Application Services,Queuing Services,AWS,Amazon MQ,https://aws.amazon.com/amazon-mq/
Application Services,Queuing Services,Microsoft Azure,Azure Web PubSub,https://azure.microsoft.com/en-us/services/web-pubsub/
Application Services,Queuing Services,Microsoft Azure,Queue Storage,https://azure.microsoft.com/en-us/services/storage/queues/
Application Services,Queuing Services,Google Cloud Platform,Cloud Pub/Sub,https://cloud.google.com/pubsub
Application Services,Queuing Services,IBM Cloud,Event Steams,https://cloud.ibm.com/docs/services/EventStreams/index.html#getting_started
Application Services,Queuing Services,IBM Cloud,Messages for RabbitMQ,https://cloud.ibm.com/databases/messages-for-rabbitmq/create
Application Services,Queuing Services,Oracle Cloud,Integration,https://cloud.oracle.com/integration
Application Services,Queuing Services,Oracle Cloud,Messaging,https://cloud.oracle.com/messaging
Application Services,Queuing Services,Alibaba Cloud,Message Queue,https://www.alibabacloud.com/product/mq?spm=a3c0i.11270126.209577.68.6c8668dctRiorX
Application Services,Queuing Services,Huawei Cloud,Distributed Message Service,https://www.huaweicloud.com/intl/en-us/product/dms.html
Application Services,Queuing Services,Huawei Cloud,Distributed Message Service for Kafka,https://www.huaweicloud.com/intl/en-us/product/dmskafka.html
Application Services,Mobile Analytics,AWS,Amazon Pinpoint,https://aws.amazon.com/pinpoint/
Application Services,Mobile Analytics,Microsoft Azure,Mobile Engagement,
Application Services,Mobile Analytics,IBM Cloud,Mobile Foundation,https://cloud.ibm.com/docs/services/mobilefoundation
Application Services,Mobile Analytics,Huawei Cloud,ServiceStage-MBaaS,https://www.huaweicloud.com/intl/en-us/product/servicestage.html
Application Services,Email Services,AWS,Amazon SES,https://aws.amazon.com/ses/
Application Services,Email Services,IBM Cloud,Sendgrid,https://cloud.ibm.com/docs/infrastructure/email-delivery?topic=email-delivery-getting-started
Application Services,Email Services,Oracle Cloud,Oracle Cloud Infrastructure Email Delivery,https://www.oracle.com/cloud/networking/email-delivery.html
Application Services,Email Services,Alibaba Cloud,Direct Mail,https://www.alibabacloud.com/product/directmail
Application Services,Email Services,Huawei Cloud,CoreMail,https://marketplace.huaweicloud.com/intl/product/f4cd8ad7-ecb4-41fe-9706-504315bf5aaa
Application Services,Notification Services,AWS,Amazon SNS,https://aws.amazon.com/sns/
Application Services,Notification Services,Microsoft Azure,Notification Hubs,https://azure.microsoft.com/en-us/services/notification-hubs/
Application Services,Notification Services,Google Cloud Platform,Firebase Cloud Messaging,https://firebase.google.com/docs/cloud-messaging/
Application Services,Notification Services,IBM Cloud,Push Notifications,https://cloud.ibm.com/docs/services/mobilepush?topic=mobile-pushnotification-getting-started
Application Services,Notification Services,Oracle Cloud,Oracle Cloud Infrastructure Notifications,https://www.oracle.com/devops/notifications/
Application Services,Notification Services,Alibaba Cloud,Short Message Service (SMS),https://www.alibabacloud.com/product/short-message-service
Application Services,Notification Services,Huawei Cloud,Simple Message Notification (SMN),https://www.huaweicloud.com/intl/en-us/product/smn.html
Application Services,Notification Services,Huawei Cloud,Message&SMS (MSGSMS),https://www.huaweicloud.com/intl/en-us/product/msgsms.html
Application Services,Blockchain Services,AWS,Amazon Managed Blockchain,https://aws.amazon.com/managed-blockchain/
Application Services,Blockchain Services,AWS,Amazon Quantum Ledger Database (QLDB),https://aws.amazon.com/qldb/
Application Services,Blockchain Services,Microsoft Azure,Blockchain,https://azure.microsoft.com/solutions/blockchain/
Application Services,Blockchain Services,Microsoft Azure,Blockchain Workbench,https://azure.microsoft.com/features/blockchain-workbench/
Application Services,Blockchain Services,Microsoft Azure,Azure Blockchain Tokens,https://azure.microsoft.com/services/blockchain-tokens/
Application Services,Blockchain Services,IBM Cloud,Blockchain Platform,https://cloud.ibm.com/docs/services/blockchain?topic=blockchain-ibp-console-overview#ibp-console-overview
Application Services,Blockchain Services,IBM Cloud,Quantum Services,https://cloud.ibm.com/quantum
Application Services,Blockchain Services,Oracle Cloud,Oracle Blockchain,https://www.oracle.com/blockchain/
Application Services,Blockchain Services,Alibaba Cloud,Blockchain as a Service,https://www.alibabacloud.com/products/baas
Application Services,Blockchain Services,Huawei Cloud,Blockchain Service,https://www.huaweicloud.com/intl/en-us/product/bcs.html
Application Services,Chatbot,AWS,Amazon Lex,https://aws.amazon.com/lex/
Application Services,Chatbot,AWS,AWS Chatbot,https://aws.amazon.com/chatbot/
Application Services,Chatbot,AWS,Alexa for Business,https://aws.amazon.com/alexaforbusiness/
Application Services,Chatbot,Microsoft Azure,Azure Bot Service,https://azure.microsoft.com/services/bot-service/
Application Services,Chatbot,Google Cloud Platform,Dialogflow,https://dialogflow.com/
Application Services,Chatbot,IBM Cloud,Watson Assistant,https://cloud.ibm.com/docs/services/assistant?topic=assistant-getting-started
Application Services,Chatbot,Oracle Cloud,Oracle Digital Assistant,https://www.oracle.com/chatbots/
Application Services,Chatbot,Alibaba Cloud,Intelligent Service Robot,https://www.alibabacloud.com/product/bot
Business Productivity,Office Document Solutions,AWS,Amazon WorkDocs,https://aws.amazon.com/workdocs/
Business Productivity,Office Document Solutions,AWS,Amazon WorkMail,https://aws.amazon.com/workmail/
Business Productivity,Office Document Solutions,AWS,Amazon WorkSpaces,https://aws.amazon.com/workspaces/
Business Productivity,Office Document Solutions,AWS,Amazon WorkLink,https://aws.amazon.com/worklink/
Business Productivity,Office Document Solutions,Microsoft Azure,Microsoft Office 365,
Business Productivity,Office Document Solutions,Google Cloud Platform,Google Workspace,https://workspace.google.com/
Business Productivity,Office Document Solutions,Huawei Cloud,WPS,https://marketplace.huaweicloud.com/intl/product/00301-107037-0--0
Business Productivity,Desktop Application Streaming,AWS,Amazon AppStream 2.0,https://aws.amazon.com/appstream2/
Business Productivity,Desktop Application Streaming,AWS,NICE DCV,https://aws.amazon.com/hpc/dcv/
Business Productivity,Desktop Application Streaming,Huawei Cloud,Workspace,
Business Productivity,Communications Service,AWS,Amazon Chime,https://aws.amazon.com/chime/
Business Productivity,Communications Service,AWS,Amazon Connect,https://aws.amazon.com/connect/
Business Productivity,Communications Service,Microsoft Azure,Azure Communications Services,https://azure.microsoft.com/services/communication-services/
Business Productivity,Communications Service,Huawei Cloud,Workspace,
Software MarketPlace,Cloud Marketplace,AWS,AWS Marketplace,https://aws.amazon.com/marketplace
Software MarketPlace,Cloud Marketplace,Microsoft Azure,Azure MarketPlace,https://azuremarketplace.microsoft.com/marketplace/apps
Software MarketPlace,Cloud Marketplace,Google Cloud Platform,MarketPlace,https://cloud.google.com/marketplace
Software MarketPlace,Cloud Marketplace,IBM Cloud,IBM Cloud Partner Center,https://cloud.ibm.com/partner-center
Software MarketPlace,Cloud Marketplace,Oracle Cloud,Oracle Cloud Market Place,https://cloudmarketplace.oracle.com/
Software MarketPlace,Cloud Marketplace,Alibaba Cloud,Alibaba Cloud Marketplace,https://www.alibabacloud.com/marketplace
Software MarketPlace,Cloud Marketplace,Huawei Cloud,Huawei Cloud Marketplace,https://marketplace.huaweicloud.com/intl/
Internet of Things,IoT Platform,AWS,AWS IoT Platform,https://aws.amazon.com/iot/
Internet of Things,IoT Platform,Microsoft Azure,Azure IoT Platform,https://azure.microsoft.com/overview/iot/
Internet of Things,IoT Platform,Microsoft Azure,Azure IoT Hub,https://azure.microsoft.com/services/iot-hub/
Internet of Things,IoT Platform,Google Cloud Platform,Cloud IoT Core (Beta),https://cloud.google.com/iot-core/
Internet of Things,IoT Platform,Google Cloud Platform,Google Cloud IoT,https://cloud.google.com/solutions/iot/
Internet of Things,IoT Platform,IBM Cloud,Internet of Things Platform,https://cloud.ibm.com/docs/services/IoT/getting-started.html
Internet of Things,IoT Platform,IBM Cloud,Node-Red,https://cloud.ibm.com/developer/appservice/create-app?starterKit=59c9d5bd-4d31-3611-897a-f94eea80dc9f&defaultLanguage=undefined
Internet of Things,IoT Platform,Oracle Cloud,Internet of Things Cloud Service,https://cloud.oracle.com/en_US/iot
Internet of Things,IoT Platform,Alibaba Cloud,IoT Platform,https://www.alibabacloud.com/product/iot
Internet of Things,IoT Platform,Huawei Cloud,HUAWEI CLOUD IoT,https://www.huaweicloud.com/product/iot.html
Internet of Things,IoT Platform,Huawei Cloud,HUAWEI CLOUD IoT Device Access,https://www.huaweicloud.com/product/iothub.html
Internet of Things,IoT Platform,Huawei Cloud,HUAWEI CLOUD IoT Edge,https://www.huaweicloud.com/product/iotedge.html
Internet of Things,IoT Platform,Huawei Cloud,HUAWEI CLOUD IoT Global SIM Link,https://www.huaweicloud.com/product/globalsimlink.html
Internet of Things,IoT Development Solutions,AWS,AWS Greengrass,https://aws.amazon.com/greengrass/
Internet of Things,IoT Development Solutions,Microsoft Azure,Azure IoT SDK,
Internet of Things,IoT Development Solutions,Microsoft Azure,Azure IoT Edge,https://azure.microsoft.com/blog/microsoft-launches-azure-iot-technical-training-developers-can-start-quickly-with-iot/
Internet of Things,IoT Development Solutions,IBM Cloud,Internet of Things Platform,https://cloud.ibm.com/docs/services/IoT/getting-started.html
Internet of Things,IoT Development Solutions,Huawei Cloud,HUAWEI Cloud IoT Edge,https://www.huaweicloud.com/product/iotedge.html
Internet of Things,IoT Development Solutions,Huawei Cloud,HUAWEI Cloud IoT LiteOS,https://www.huaweicloud.com/product/liteos.html
Internet of Things,IoT Development Solutions,Huawei Cloud,HUAWEI Cloud IoT Stage,https://www.huaweicloud.com/product/iotstage.html
Internet of Things,IoT Analysis,Huawei Cloud,HUAWEI Cloud IoT Analysis,https://www.huaweicloud.com/product/iotanalytics-platform.html
Internet of Things,IoT Hardware,AWS,AWS IoT Button,https://aws.amazon.com/iotbutton/
Internet of Things,IoT Hardware,Microsoft Azure,Azure Sphere,https://azure.microsoft.com/services/azure-sphere/
Game Development,Game Development,AWS,Amazon Lumberyard,
Game Development,Game Development,Microsoft Azure,Visual Studio,
Game Development,Game Development,IBM Cloud,Watson Unity SDK,https://developer.ibm.com/open/projects/watson-developer-cloud-unity-sdk/
Robotics Development,Robotics Development,AWS,AWS RoboMaker,https://aws.amazon.com/robomaker/
Development & Testing,Development & Testing,AWS,AWS Dev/Test,
Development & Testing,Development & Testing,Microsoft Azure,Azure Dev/Test,https://azure.microsoft.com/services/devtest-lab/
Development & Testing,Development & Testing,Oracle Cloud,Oracle Visual Builder Studio,https://www.oracle.com/application-development/visual-builder-studio/
